gene_id	gene_rci	n_iso	iso_rci_min	iso_rci_max	spans_both	masked	is_compartment_switcher
ENSG00000130600	0.7826082597219184	11	-3.9846992769391023	8.271276259175925	True	True	False
ENSG00000163597	1.3012841428279178	8	-5.852563433219161	1.9653715749817051	True	False	True
ENSG00000168405	-2.543966720386807	8	-3.980547637333827	-0.8960490359610916	False	False	False
ENSG00000170846	0.08227768412997488	4	-1.456923310197471	0.8557780705265612	True	True	True
ENSG00000170919	-2.1024759008994973	21	-6.651051691178928	0.8018336943434408	True	False	False
ENSG00000174365	-1.6345846957988106	15	-7.515651372028073	2.8012804076479196	True	False	True
ENSG00000175061	0.9677745366812228	28	-10.321526451756924	6.977279923499917	True	True	False
ENSG00000176728	-0.7306793313187747	2	-7.46352437327118	-0.9587773372734868	False	False	False
ENSG00000177335	-1.5787947832592581	6	-7.672425341971495	4.041476635976159	True	False	True
ENSG00000177337	-1.2545849339188104	6	-1.9946677152700536	8.661778097771988	True	False	True
ENSG00000177410	0.7766833952095672	10	-4.168424092443712	1.979593789338163	True	True	False
ENSG00000177738	0.15176764924240807	3	0.1896409689850087	0.8286270661178772	False	False	False
ENSG00000179818	-2.145421019592924	58	-7.588714635582264	7.558420713268664	True	False	False
ENSG00000182165	0.9530835490198006	7	-2.5767359314160716	8.487840033823051	True	True	False
ENSG00000185837	-1.0669891525179604	2	-4.0	-0.4089629848691596	False	False	False
ENSG00000186594	-2.556496289451982	15	-5.164791009113059	1.502119521694903	True	False	True
ENSG00000186615	-0.3890042534453214	4	-7.654636028527968	-0.0453899721894376	False	False	False
ENSG00000189223	-1.8207046462185177	14	-5.458969450507034	1.8236567343867047	True	False	False
ENSG00000196295	-3.103292342686474	27	-10.605479518061667	-1.4839814822095918	False	False	False
ENSG00000197182	-4.164731580957896	3	-6.558845848100351	-1.7734472299438182	False	False	False
ENSG00000197989	-2.272366432822775	16	-5.66558239257947	-0.10785202756392	False	False	False
ENSG00000198468	0.8901767220472486	3	-1.7013001980203106	1.2594188934093518	True	True	True
ENSG00000203875	1.5261269905390784	15	-5.308615733342162	8.649256177517314	True	False	False
ENSG00000203930	0.6456252383767175	10	-7.894817763307944	6.741466986401147	True	True	True
ENSG00000213742	-1.5734668618833267	4	-3.992539147030162	-1.0394323716476066	False	False	False
ENSG00000214106	-0.6523707340903181	4	-2.477174694799902	0.6520766965796931	True	True	True
ENSG00000214293	-0.8428514702743136	3	-2.599446746490994	-0.6060193129734087	False	False	False
ENSG00000214548	-5.665423184343266	37	-10.19987052210467	-1.6055594053282698	False	False	False
ENSG00000215067	-1.6992666363248214	8	-6.7722511211016885	6.870364719583405	True	False	True
ENSG00000215068	-2.524873884938562	5	-4.996040762925638	0.01894156365346	True	False	True
ENSG00000215256	0.9609512735783213	5	-2.5528315380690865	1.8582497845185957	True	True	False
ENSG00000215386	-0.7371519269321524	12	-9.45532722030456	7.59618975614441	True	True	True
ENSG00000222020	-0.8839164808098927	3	-6.740137770791719	-0.5351946639456986	False	False	False
ENSG00000223482	-0.7164963067093354	10	-4.223274867231233	3.8365012677171206	True	True	True
ENSG00000223891	1.2735057594032053	4	0.9594220800946234	8.432541900388259	False	False	False
ENSG00000223969	-1.7748474954783116	3	-7.060695931687554	2.310182887214263	True	False	False
ENSG00000224043	0.2725258548110915	3	-1.1424041654631012	1.6691085069210745	True	True	True
ENSG00000224046	0.09796331405017718	2	-0.536501011764511	2.026279324798849	True	True	True
ENSG00000224281	-1.8827131120110496	4	-6.682990313344332	1.4444812771713254	True	False	True
ENSG00000224397	0.773877491863638	3	-7.087462841250339	1.6507364000870766	True	True	True
ENSG00000224597	0.547429680145987	10	-6.876516946564999	1.0467975435651264	True	True	True
ENSG00000224843	-1.4240132962115384	3	-4.9318608415410665	-0.8564091463711502	False	False	False
ENSG00000225377	0.3469568893788845	2	0.2608325064631952	0.531907783835035	False	False	False
ENSG00000225383	1.9539236319060205	5	1.8001892034805993	8.392909804391785	False	False	False
ENSG00000225470	0.22135441784467705	12	-2.878066868618243	2.7717937368346592	True	True	True
ENSG00000225655	1.2397133315991746	2	0.6186128901630733	1.984503663676832	False	False	False
ENSG00000225746	-3.2597135110852187	22	-8.113742166049189	-1.747692000759265	False	False	False
ENSG00000225855	-4.194068764112354	4	-6.205696644524425	-3.4888735965764357	False	False	False
ENSG00000226007	-1.2568780992187067	3	-2.5185751033872545	6.305625044080837	True	False	True
ENSG00000226091	-2.79999677712604	4	-3.702286959919963	-2.3076227602882646	False	False	False
ENSG00000226688	-0.37536735384882286	7	-5.650622336565283	-0.2304965102131752	False	False	False
ENSG00000226696	-3.1176455195535318	3	-3.5592758570575067	-2.8853012291758073	False	False	False
ENSG00000227053	1.2172499626759443	2	1.083503759030009	3.368871442528405	False	False	False
ENSG00000227540	-1.192932849874581	3	-3.1064320778169288	-0.5087519341010376	False	False	False
ENSG00000227953	-4.6645796687845245	5	-6.965784284662087	-3.7893209992273422	False	False	False
ENSG00000228106	1.1203562171355164	9	-3.7790054456267734	8.76487159073609	True	False	False
ENSG00000228315	-4.53681534656694	5	-6.089908778610822	-2.970853654340484	False	False	False
ENSG00000228393	-3.901537361114312	2	-4.175638652636706	4.005998740621443	True	False	True
ENSG00000229852	-1.0279781562170223	3	-3.4854268271702415	0.3252408289281982	True	False	True
ENSG00000230487	-0.9556316428229723	7	-2.1303232935559206	1.72227846652311	True	True	False
ENSG00000230798	0.0633259353688293	5	-4.446046070612082	3.762960802699151	True	True	True
ENSG00000231064	-4.107383535373599	6	-6.0630097975258	-1.901242941267934	False	False	False
ENSG00000231160	-3.810296197369727	6	-6.715226275832766	6.882643049361842	True	False	False
ENSG00000231187	-1.3356775049953211	2	-2.9788474831400045	-1.146389486981523	False	False	False
ENSG00000231312	0.994261720951785	6	-6.505528033226751	1.599503133984847	True	True	False
ENSG00000231721	-2.62548184036122	11	-7.026006103025129	2.7019108277534563	True	False	False
ENSG00000231889	-0.4245918059920927	9	-6.6865005271832185	1.3284709407541342	True	True	True
ENSG00000231920	-0.9126802761587245	2	-1.3278855501837614	-0.429812851959242	False	False	False
ENSG00000231999	-1.028666587532976	3	-1.6184436952968064	-0.8073549220576042	False	False	False
ENSG00000232310	0.3816101223252063	3	-2.433573450716272	8.03342300153745	True	True	True
ENSG00000232527	1.7349194739637963	4	-3.8610869059953936	1.59906269776601	True	False	True
ENSG00000232645	-2.1105652503459607	2	-3.0820125323845793	-1.02717020116547	False	False	False
ENSG00000233117	0.7077009996610112	3	-0.355553066325304	1.492337954355038	True	True	False
ENSG00000233223	0.3377352783333868	4	-1.6347155359182557	1.4983556813011385	True	True	True
ENSG00000233452	-2.630332289255836	4	-2.90173931337503	-1.7494565383494032	False	False	False
ENSG00000233593	1.1541709301277598	7	-7.22881869049588	4.375594342917822	True	False	False
ENSG00000233864	-1.0229291608610238	3	-2.470307895516554	0.0668592081343557	True	False	True
ENSG00000234456	-0.8619714241099246	20	-7.127736443588829	8.73640193131829	True	True	True
ENSG00000234608	0.3626851910931305	7	-3.734188509495632	1.2505924271516755	True	True	True
ENSG00000235703	-6.4154777076979945	8	-8.01144396090163	-6.055800963570421	False	False	False
ENSG00000235706	-2.7517409468466045	4	-6.72095335227112	-1.7268638196210424	False	False	False
ENSG00000235903	-1.0419940886646273	5	-3.228492620872866	-0.5208321633014404	False	False	False
ENSG00000235954	-1.0790062580861377	15	-7.219168520462161	1.3428877135230084	True	False	True
ENSG00000236088	-1.7924045805916324	4	-2.230297619421794	-1.443790692216704	False	False	False
ENSG00000236255	-3.4567525184414163	2	-3.910954880190557	-3.508726914894071	False	False	False
ENSG00000236404	-0.27776805597331244	4	-7.888743248898259	0.6326289343514705	True	True	True
ENSG00000236778	-2.1443899093351746	2	-3.8328900141647417	-2.1213062962221336	False	False	False
ENSG00000237037	-1.2131146077484372	6	-8.436711542137214	2.507840190299899	True	False	False
ENSG00000237298	-2.3690779935910653	28	-8.566054038171092	6.7481928495894605	True	False	False
ENSG00000238142	2.25171909260596	3	0.8970664776565502	5.289512886826436	False	False	False
ENSG00000238197	-0.8435820875000976	2	-1.987002395733528	0.3431445807970583	True	True	True
ENSG00000240291	-4.286285051143273	2	-6.024853384103588	-4.22168175475024	False	False	False
ENSG00000242282	-2.07679500609477	5	-5.778973120687781	0.8376313441518923	True	False	True
ENSG00000242759	0.0	4	-3.317353031542819	4.303780748177103	True	True	False
ENSG00000243083	-1.9466704975938733	2	-3.773786927393206	1.9294080321699465	True	False	True
ENSG00000244041	-1.1921968516597548	3	-6.779210356634332	-0.5296406209187001	False	False	False
ENSG00000244558	0.26961623904601095	3	-6.643856189774724	0.3504782743651095	True	True	False
ENSG00000245149	-4.301698769884566	2	-5.993839015373326	-4.47826403158172	False	False	False
ENSG00000245694	-1.4322112732424783	12	-6.926790153046223	2.4986626543269357	True	False	True
ENSG00000245904	-4.325725195465113	2	-5.879889828435623	-4.169925001442312	False	False	False
ENSG00000246089	0.06564361624074781	2	0.0567005874796522	2.5635888499285895	False	False	False
ENSG00000247092	-1.0447342343818768	4	-1.339094335810754	3.2304634099760614	True	False	True
ENSG00000247095	-2.2964713654016227	4	-4.601745353246861	-2.0473057147783567	False	False	False
ENSG00000247137	-1.1048410986453605	6	-4.036909740567042	7.550105302441507	True	False	True
ENSG00000247828	-1.9902056986970615	11	-10.273795599214266	4.738352134437169	True	False	True
ENSG00000248049	-0.6139576719859741	5	-1.8045132921436569	-0.027936876503123	False	False	False
ENSG00000248508	-0.8748841028293688	3	-1.2842670429118803	1.2884694532100645	True	True	True
ENSG00000249042	1.3539395808764194	2	-0.2350771762860141	2.4171715027744733	True	False	True
ENSG00000249087	-2.4457541255636697	6	-6.9600019320680815	0.6012906706251567	True	False	True
ENSG00000249673	-0.4444695752952972	4	-1.2548141647276454	-0.2458036252031423	False	False	False
ENSG00000250041	0.034765418160676624	2	-2.8957107964784514	1.7560744171139109	True	True	True
ENSG00000250132	0.3464861679167797	4	-2.6400746136070845	1.492949901477573	True	True	False
ENSG00000250548	-2.5169320170954648	2	-6.519074565064699	-0.1520030934450503	False	False	False
ENSG00000250988	-1.27200286955568	5	-2.009218530029379	-0.9124537166977548	False	False	False
ENSG00000251141	-1.229562071213069	8	-5.318855260837739	6.787902559391432	True	False	True
ENSG00000251364	-3.186392734970976	9	-9.41679752760606	-1.9293454464362143	False	False	False
ENSG00000253187	1.2002986504858313	3	1.1430709578521436	4.564614101131138	False	False	False
ENSG00000253320	0.12415977821723417	5	-7.4797802640291	1.179202815030323	True	True	True
ENSG00000253716	-0.38194767357941284	6	-3.84937813695331	1.0364348556957457	True	True	False
ENSG00000253738	0.538906412075463	2	0.2405810234380505	0.5665015157453297	False	False	False
ENSG00000255248	-1.6012477348647631	16	-10.332206280612484	3.734188509495632	True	False	False
ENSG00000255284	-1.461851958398793	3	-3.4410530893224425	0.5832692678708316	True	False	True
ENSG00000255468	-0.6378159841577823	3	-1.6550885871117984	6.948367231584678	True	True	False
ENSG00000257337	-1.5175248187185475	5	-5.185866545311334	-1.611696170464601	False	False	False
ENSG00000257621	-2.1335779715154697	13	-4.419538891513785	1.615098218694475	True	False	True
ENSG00000258867	-2.1031865275638717	6	-3.839959587489532	0.0698396250686341	True	False	False
ENSG00000259343	-1.6566234858486029	3	-6.085389308331054	-1.2431137117105338	False	False	False
ENSG00000259345	-1.5611178485571915	5	-7.954196310386875	0.4803735994439562	True	False	False
ENSG00000259347	-1.8120166006673197	2	-2.103564790145833	-0.7254516061491654	False	False	False
ENSG00000259363	-1.2120268343221416	4	-4.2223924213364485	0.9135852481825268	True	False	True
ENSG00000259772	-2.6585643670426418	4	-6.696967526234287	0.9063869492285078	True	False	False
ENSG00000260136	1.571059944210013	3	1.1812249011792526	2.8930847960834885	False	False	False
ENSG00000260923	-2.9006461918399715	7	-6.0685340224966575	-1.3685616162739946	False	False	False
ENSG00000261008	-3.4256655044168927	3	-4.3078985349833046	-2.8724753455911003	False	False	False
ENSG00000261183	0.9039329613701315	4	-2.287281952080471	1.6379822100696575	True	True	False
ENSG00000261386	-3.8291057413758973	2	-7.198661837641065	-2.640244936222346	False	False	False
ENSG00000261824	0.06352513778521461	8	-6.866837346088079	0.5343582400728271	True	True	True
ENSG00000262223	-1.9695029041052885	6	-6.585806527563745	7.383704292474052	True	False	False
ENSG00000262370	-4.798608879592786	3	-7.00613476211992	-2.5550919711390185	False	False	False
ENSG00000264112	-5.55188624247941	3	-5.977279923499917	-5.40262684953383	False	False	False
ENSG00000266053	-0.1410652469601618	2	-0.7138175663975805	2.1401776580482603	True	True	True
ENSG00000266903	-0.6479993681399211	3	-3.874469117916141	-0.0728788799170958	False	False	False
ENSG00000266904	-1.4566054468876937	4	-4.419538891513785	-0.6791164479318692	False	False	False
ENSG00000266916	1.0046166280703699	5	1.0916698283123918	8.870364719583405	False	False	False
ENSG00000267002	-3.760504751469722	5	-7.214319120800765	-2.1459403608985745	False	False	False
ENSG00000267198	-2.5142763058581092	3	-9.671541066711884	-2.3004324976568924	False	False	False
ENSG00000267254	-0.9225107996441191	4	-2.0211740231044097	-0.1573862901419533	False	False	False
ENSG00000267454	-1.7715098628087214	4	-7.771489469500598	-0.1813568548669311	False	False	False
ENSG00000267575	-0.6552635141395207	9	-7.05528243550119	1.6842241320942328	True	True	False
ENSG00000267649	-4.3384356235013435	2	-4.901537361114312	-3.950611973037837	False	False	False
ENSG00000268895	-1.0554358716340764	6	-7.400879436282184	1.49946628043955	True	False	False
ENSG00000269893	0.2308061800410553	5	-3.040461996344048	1.455631650573867	True	True	False
ENSG00000272702	-0.9263969099600018	2	-3.848831316735259	-0.1201975209017501	False	False	False
ENSG00000272888	-0.09235667209996265	9	-6.235344850199594	2.15718333255073	True	True	True
ENSG00000273018	-5.776548875276429	14	-7.983992859877088	-2.0486738467356895	False	False	False
ENSG00000273143	4.5759917306754545	2	1.9671081184426251	10.60130652612184	False	False	False
ENSG00000274265	0.1870717468182486	2	-5.146047899424372	1.419713986488317	True	True	True
ENSG00000278175	-0.2316835127458181	4	-3.927354698168234	1.2968371139245316	True	True	False
ENSG00000280145	-2.012383724455832	6	-8.015118028180897	0.7109552669264212	True	False	False
ENSG00000281103	-0.28217038564962765	2	-0.193725177337833	2.9564474628278097	True	True	True
ENSG00000282024	-4.485969994405297	2	-4.498029026312821	-4.469498362505068	False	False	False
ENSG00000283633	0.3628482828995222	4	-3.636993203481372	0.8097838136807641	True	True	True
ENSG00000284428	-1.0622222538783865	11	-5.560159109720583	3.643856189774725	True	False	False
